bgg_id,ano,rank,nome
123228,2012,5780,Bling Bling Gemstone
276633,2020,5782,Rossio
388838,2023,5784,Black Friday
55863,2009,5812,The Three Musketeers: The Queen's Pendants
284982,2019,5857,Drako: Knights & Trolls
132620,2012,5919,Gobbit
2555,2001,5923,Vom Kap bis Kairo
56758,2009,5929,BasketBoss
6481,2003,5933,Ada's Library
1197,1995,5939,Speed
108161,2011,5960,Aquileia
38931,2010,5978,Basilica
146559,2013,5998,Infamy
24770,2006,6035,Quietville
94483,2010,6085,Hoot Owl Hoot!
393000,2023,6098,Ex Libris: Revised Edition
163641,2016,6108,Eminent Domain: Battlecruisers
102,1999,6112,Klunker
145219,2013,6121,Craftsmen
172507,2015,6124,Mmm!
13530,2004,6206,Sole Mio!
11081,2004,6216,Familienbande
43264,2009,6237,Pocket Rockets
334646,2022,6263,Dice Hospital: ER – Emergency Roll
62853,2011,6317,JAB: Realtime Boxing
390094,2023,6322,FTW?!
21930,2006,6340,Crazy Kick
243993,2019,6356,La Stanza
4475,2002,6367,Unexpected Treasures
8138,2003,6417,Kogge
203405,2016,6434,Brutal Kingdom
334827,2024,6441,Starship Interstellar
2968,2001,6454,Ka-Ching!
67917,2013,6458,Colonialism
240843,2018,6528,Maiden's Quest
872,2000,6536,M
363481,2022,6541,Fancy Feathers
17162,2004,6617,The Little Orchard
385833,2023,6639,Freaky Frogs From Outaspace
83197,2010,6647,Zen Master
3321,2002,6648,Piramide do Jaguar
117854,2012,6661,Kosmonauts
10206,2004,6664,Make 'n' Break
99437,2011,6668,Rumble in the House
147305,2013,6702,Om Nom Nom
151,1989,6726,Piratenbillard
147768,2013,6745,Five Cucumbers
9021,2004,6753,Sunken City
344408,2021,6780,Full Throttle!
292900,2021,6796,Squaring Circleville
3093,1999,6799,Croak!
192735,2016,6820,Broom Service: The Card Game
8126,2003,6866,Maya
228390,2017,6956,Sunflower Valley
367206,2022,6971,Mysterium Kids: Captain Echo's Treasure
152567,2014,6972,Basari: Das Kartenspiel
316085,2020,6978,Ukiyo
34166,2008,7016,Finito!
185021,2015,7024,Liguria
285554,2019,7066,Fire!
258389,2018,7069,Futuropia
230358,2018,7076,Penny Papers Adventures: The Temple of Apikhabou
339753,2022,7077,Évora
12830,2004,7093,Cellar des Triplettes
3586,1999,7121,Sherlock
5393,2002,7188,Wheedle
72800,2010,7197,RoadZters
436161,2025,7269,Koi
245222,2018,7308,Squadro
41658,2009,7336,Adios Amigos
217553,2017,7404,Go Go Gelato!
161782,2014,7539,Kremlin (Third Edition)
171136,2015,7628,Pingo Pingo
401501,2024,7650,Floresta
228943,2017,7701,Barbaria
8096,2003,7711,Logistico
40935,2009,7739,Zoowaboo
300095,2020,7852,Jubako
245710,2018,7867,Blossoms
5222,2000,7874,Old Town
65990,2010,7909,Don Quixote
74,1999,7980,Apples to Apples
85105,2010,7996,Travel Blog
38387,2008,8006,Los Banditos
145501,2013,8048,Fun Farm
125315,2012,8069,FlowerFall
364042,2022,8169,Moesteiro
359,1998,8171,Bucket Brigade
8192,2003,8173,Railroad Dice
27940,2007,8321,RattleSnake
404,1994,8354,Worm Up!
300148,2021,8364,Spy Connection
186475,2015,8397,Princess Legend
6117,2003,8401,Nobody but Us Chickens
170223,2016,8411,Centauri Saga
188343,2017,8440,Brides & Bribes
277,1991,8472,Res Publica
121993,2012,8523,We Will Wok You
938,1981,8538,Enchanted Forest
156457,2014,8568,Gloobz
172358,2015,8648,Master Fox
102835,2011,8728,Lost Temple
31853,2007,8771,Black Box +
359234,2022,8808,Air Mail
94365,2011,8991,Sultans of Karaya
270637,2019,9008,Axio Rota
21704,2006,9052,Fiji
256728,2018,9162,Raiatea
306202,2021,9314,Philosophia: Floating World
23935,2006,9329,Oshi
344508,2022,9400,Insecta: The Ladies of Entomology
256801,2018,9401,Fast Forward: FORTUNE
1253,2001,9410,Limits
75782,2010,9414,The Phantom League
56880,2009,9543,El Paso
246316,2018,9549,Forbidden City
301,1996,9580,Campanile
180256,2015,9687,It's Mine
285570,2020,9692,Decipher
1806,2001,9721,Trupe dos Porquinhos
271044,2019,9760,UNDO: Cherry Blossom Festival
129946,2012,9764,AttrAction
37362,2008,9787,Robot Master
136245,2013,9795,Ka-Boom
166109,2014,9870,Meteor
203042,2016,9881,Microworld
38858,2009,9883,Strada Romana
403601,2024,9926,Winter Court
26884,2007,9960,Escalation!
305,1992,9986,Der Fliegende Holländer
67309,2010,10009,Hey Waiter!
303,1992,10061,Koalition
231666,2017,10219,Fast Forward: FLEE
2452,1983,10324,Jenga
5014,2002,10540,Hands Up
274548,2019,10663,6 Castles
120305,2012,10781,Farmerama
66116,2010,10805,Snapshot
21955,2006,10982,Treehouse
76728,2010,11146,Freeze
910,1995,11368,Kunst Stücke
44614,2009,11380,Who Would Win
131616,2012,11509,Nautilus
87893,2010,11541,Take It or Leave It
351540,2022,11842,Walkie Talkie
281020,2019,11914,Treasures of Cibola
41372,2010,12137,Zombie in My Pocket
34905,2008,12569,Backseat Drawing
171950,2015,12996,Hands
145928,2013,13070,Empire Engine
50381,2009,13245,Cards Against Humanity
298376,2020,13358,MEOW
299159,2020,13689,Vidrado
291549,2020,14015,Go Slow!
259551,2018,14033,Magic Fold
67910,2010,14095,Mini FITS
33156,2008,14104,Magnet
454,1991,14258,Tante Tarantel
41054,2009,14342,You Robot
281516,2019,14377,Gelato Mio
69105,2010,14388,Toledo 1085
148494,2013,14454,"1,2,3! Now you see me..."
114871,2012,14499,For The Win
120814,2012,14789,Off Your Rocker
1218,1995,15341,Junior Labyrinth
22399,2006,15716,MixUp
128662,2012,15817,Northwest Passage Adventure
192203,2015,16365,Millions: The Last Soldier
28258,2007,16383,Ubongo Mini
612,1999,16845,Kippit
151369,2014,16903,Illegal
20031,2005,16972,Ahoy
380915,2023,17278,Lunaris 45
365621,2023,17284,Morgan's Magic Map
276121,2019,17305,Nobjects
252197,2018,17770,One Week Ultimate Werewolf
533,2000,18016,Labyrinth: The Card Game
2922,1999,18124,Chairs
133713,2012,18143,Vem aí a Troika
192226,2016,18836,Showdown
20036,2005,19171,Spinnentwist
422178,2024,19479,Lost in Adventure: The Labyrinth
165889,2014,20389,Safe Breaker
35763,2008,20897,Climb!
28238,2007,21032,Kitty Bitty
2989,1998,21230,Instinct
118001,2012,21235,Kleine Fotosafari
21634,2006,21385,Cincinnati
8336,2003,21736,Top Speed
244460,2018,21840,Invisible
88011,2012,22793,AstroNuts
29352,2008,23368,Lupusburg
12317,2004,23783,Brouhaha
25677,2006,23929,Formidable Foes
66047,2010,24620,Wild Horses
5640,2001,24656,Bombay Bazar
18902,2005,25427,Sputnik
203410,2016,25927,Ascended
38359,2008,26062,The 3 Commandments
41190,2009,26545,At Full Throttle
42062,2009,26954,Pants on Fire!
24473,2006,28259,Megastar
28047,2007,28831,Covert Action
19409,2003,29304,Mouse Chaos
31016,2007,29490,We Didn't Playtest This At All
24669,2003,888888,Merkolino
35446,2007,888888,Stix
40960,2009,888888,Cloud Pictures
65599,2010,888888,Turi-Tour
72673,2010,888888,Knights of Crylail
76120,2009,888888,Toppletree
90592,2010,888888,Trafffic
118080,2012,888888,Der kleine Drache Kokosnuss und das Geheimnis der Mumie
124494,2008,888888,Meisterrechner
154597,2010,888888,Hive Pocket
165469,2014,888888,Council of Verona (Second Edition)
169814,2014,888888,AEG Black Friday Black Box
174226,2015,888888,Arctic Scavengers: Base Game+HQ+Recon
181327,2015,888888,Die holde Isolde
182961,2013,888888,Shadowrun: Crossfire – Demo Box
211323,2016,888888,Guns & Steel: A Civilization Card Game
245931,2019,888888,Neta-Tanka: Deluxe Edition
265023,2018,888888,CardsLab Countries (Third Edition)
285998,2019,888888,Tiny Epic Tactics: Deluxe Edition
298703,2020,888888,Fringers
311464,2020,888888,Florenza: X Anniversary Edition
329591,2021,888888,Ultimate Railroads
329841,2021,888888,Ticket to Ride: Europe – 15th Anniversary
340889,2022,888888,Game Set Match
349703,2023,888888,Race! Formula 90: 2nd Edition
356238,2022,888888,Terra Mystica: Big Box
365980,2022,888888,Quinto Império II
376480,2022,888888,Nine-minute Kingdom: Kickstarter Edition
414757,2025,888888,The Secrets of Zorro
